Sport,Game_Type,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NFL,Classic,NFL $7.5K Dime Package [Just $0.10!]  (Sun) (20/20),1/16/2022,57218,106.54,0.00,89179,$0.10 ,"$7,500.00 ",21365
NFL,Classic,NFL $7.5K Dime Package [Just $0.10!]  (Sun) (18/20),1/16/2022,58687,105.62,0.00,89179,$0.10 ,"$7,500.00 ",21365
NFL,Classic,NFL $7.5K Dime Package [Just $0.10!]  (Sun) (16/20),1/16/2022,71773,96.72,0.00,89179,$0.10 ,"$7,500.00 ",21365
NFL,Classic,NFL $7.5K Dime Package [Just $0.10!]  (Sun) (11/20),1/16/2022,78617,90.76,0.00,89179,$0.10 ,"$7,500.00 ",21365
NFL,Classic,NFL $150K First Down [20 Entry Max] (Sun),1/16/2022,17305,142.8,1.50,178359,$1.00 ,"$150,000.00 ",46973
NFL,Classic,NFL $600K Play-Action [20 Entry Max] (Sun),1/16/2022,25886,141.44,6.00,237812,$3.00 ,"$600,000.00 ",59650
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (19/20),1/16/2022,5895,123.98,0.50,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (18/20),1/16/2022,8016,120.29,0.50,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (16/20),1/16/2022,11362,116.89,0.50,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (6/20),1/16/2022,14949,111.74,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (20/20),1/16/2022,15646,110.78,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (14/20),1/16/2022,19729,107.18,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (13/20),1/16/2022,25585,100.38,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (15/20),1/16/2022,27472,97.92,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (12/20),1/16/2022,28430,96.99,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (17/20),1/16/2022,29129,96.39,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (11/20),1/16/2022,31727,94.38,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (1/20),1/16/2022,32418,93.38,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (3/20),1/16/2022,33368,91.94,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (10/20),1/16/2022,35138,88.51,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (9/20),1/16/2022,37378,84.39,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (2/20),1/16/2022,39617,80.84,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (5/20),1/16/2022,41183,76.96,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (4/20),1/16/2022,43760,69.86,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (8/20),1/16/2022,44195,68.36,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $10K Quarter Jukebox [Just $0.25!] (PIT vs KC) (7/20),1/16/2022,44626,66.16,0.00,47562,$0.25 ,"$10,000.00 ",11410
NFL,Showdown Captain Mode,NFL Showdown $3K Dime Package [Just $0.10!] (PIT vs KC) (2/6),1/16/2022,2726,130.88,0.30,35671,$0.10 ,"$3,000.00 ",8545
NFL,Showdown Captain Mode,NFL Showdown $3K Dime Package [Just $0.10!] (PIT vs KC) (1/6),1/16/2022,3103,129.88,0.30,35671,$0.10 ,"$3,000.00 ",8545
NFL,Showdown Captain Mode,NFL Showdown $3K Dime Package [Just $0.10!] (PIT vs KC) (3/6),1/16/2022,12104,110.69,0.00,35671,$0.10 ,"$3,000.00 ",8545
NFL,Showdown Captain Mode,NFL Showdown $3K Dime Package [Just $0.10!] (PIT vs KC) (6/6),1/16/2022,27780,85.33,0.00,35671,$0.10 ,"$3,000.00 ",8545
NFL,Showdown Captain Mode,NFL Showdown $3K Dime Package [Just $0.10!] (PIT vs KC) (4/6),1/16/2022,30822,77.72,0.00,35671,$0.10 ,"$3,000.00 ",8545
NFL,Showdown Captain Mode,NFL Showdown $3K Dime Package [Just $0.10!] (PIT vs KC) (5/6),1/16/2022,31791,74.58,0.00,35671,$0.10 ,"$3,000.00 ",8545
NFL,Showdown Captain Mode,NFL Showdown $40K First Down [20 Entry Max] (PIT vs KC),1/16/2022,9328,119.49,1.50,47562,$1.00 ,"$40,000.00 ",12830
NFL,Showdown Captain Mode,NFL Showdown $25K mini-MAX [150 Entry Max] (PIT vs KC) (3/4),1/16/2022,15053,113.58,0.00,57403,$0.50 ,"$25,000.00 ",12467
NFL,Showdown Captain Mode,NFL Showdown $25K mini-MAX [150 Entry Max] (PIT vs KC) (1/4),1/16/2022,35151,94.84,0.00,57403,$0.50 ,"$25,000.00 ",12467
NFL,Showdown Captain Mode,NFL Showdown $25K mini-MAX [150 Entry Max] (PIT vs KC) (4/4),1/16/2022,40164,89.34,0.00,57403,$0.50 ,"$25,000.00 ",12467
NFL,Showdown Captain Mode,NFL Showdown $25K mini-MAX [150 Entry Max] (PIT vs KC) (2/4),1/16/2022,53716,66.46,0.00,57403,$0.50 ,"$25,000.00 ",12467
NBA,Showdown Captain Mode,NBA Showdown $2K And-One (GSW vs MIN),1/16/2022,454,198,1.50,2378,$1.00 ,"$2,000.00 ",616
NBA,Classic,NBA $15K And-One,1/16/2022,12099,238.25,0.00,17835,$1.00 ,"$15,000.00 ",4636
NBA,Classic,NBA $1.25K Quarter Jukebox [Just $0.25!],1/16/2022,3883,245.5,0.00,5945,$0.25 ,"$1,250.00 ",1286
NHL,Showdown,NHL Showdown $500 Hip Check (VAN vs WAS),1/16/2022,166,82.85,0.00,530,$1.00 ,$500.00 ,136
GOLF,Showdown,PGA TOUR Showdown $625 Short Game [20 Entry Max] (Round 4 TOUR),1/16/2022,75,355.55,2.00,743,$1.00 ,$625.00 ,176
CBB,Classic,CBB $300 And-One (Night),1/15/2022,345,132.75,0.00,356,$1.00 ,$300.00 ,83
NHL,Showdown,NHL Showdown $750 Hip Check (PIT vs SJ),1/15/2022,424,68.7,0.00,891,$1.00 ,$750.00 ,204
NHL,Classic,NHL $3.5K Hip Check,1/15/2022,1760,106.3,0.00,4161,$1.00 ,"$3,500.00 ",1080
NBA,Showdown Captain Mode,NBA Showdown $3K And-One [20 Entry Max] (ORL vs DAL),1/15/2022,432,155.75,2.00,3567,$1.00 ,"$3,000.00 ",911
NBA,Classic,NBA $25K And-One [20 Entry Max],1/15/2022,28480,199,0.00,29726,$1.00 ,"$25,000.00 ",8025
NFL,Classic,$5K Supercuts Fantasy Super Series (Sat),1/15/2022,36796,118.36,0.00,60616,$0.00 ,"$5,000.00 ",1890
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (20/20),1/15/2022,171,179.12,4.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (18/20),1/15/2022,250,176.52,2.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (1/20),1/15/2022,5848,152.22,0.50,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (13/20),1/15/2022,13579,141.92,0.50,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (14/20),1/15/2022,14104,141.26,0.50,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (10/20),1/15/2022,15108,140.22,0.50,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (16/20),1/15/2022,15207,140.12,0.50,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (2/20),1/15/2022,18211,137.22,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (9/20),1/15/2022,22239,133.8,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (17/20),1/15/2022,24665,132.06,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (3/20),1/15/2022,26194,130.72,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (12/20),1/15/2022,30543,127.4,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (11/20),1/15/2022,30949,127.06,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (15/20),1/15/2022,33449,125.16,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (4/20),1/15/2022,47416,115.52,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (19/20),1/15/2022,47999,115.02,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (6/20),1/15/2022,48520,114.66,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (7/20),1/15/2022,54908,109.4,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (8/20),1/15/2022,63155,100.06,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $15K Quarter Jukebox [Just $0.25!]  (Sat) (5/20),1/15/2022,63506,99.56,0.00,71343,$0.25 ,"$15,000.00 ",17120
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (6/20),1/15/2022,7311,148.22,0.20,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (7/20),1/15/2022,8198,146.82,0.20,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (10/20),1/15/2022,14190,138.3,0.20,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (20/20),1/15/2022,28375,124.92,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (4/20),1/15/2022,31304,122.52,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (19/20),1/15/2022,32239,121.82,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (5/20),1/15/2022,32462,121.62,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (2/20),1/15/2022,32938,121.2,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (16/20),1/15/2022,33592,120.5,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (14/20),1/15/2022,36143,118.36,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (12/20),1/15/2022,37352,117.2,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (9/20),1/15/2022,38400,116.46,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (3/20),1/15/2022,39295,115.66,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (1/20),1/15/2022,40507,114.46,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (18/20),1/15/2022,43729,111.56,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (17/20),1/15/2022,47878,106.8,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (15/20),1/15/2022,49792,104.4,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (8/20),1/15/2022,51482,102,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (13/20),1/15/2022,53106,99.2,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $5K Dime Package [Just $0.10!]  (Sat) (11/20),1/15/2022,56833,90.06,0.00,59453,$0.10 ,"$5,000.00 ",14240
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (7/20),1/15/2022,50,176.62,1.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (4/20),1/15/2022,1356,148.12,0.20,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (9/20),1/15/2022,2460,140.32,0.20,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (20/20),1/15/2022,2992,137.3,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (5/20),1/15/2022,3139,136.46,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (8/20),1/15/2022,3528,134.6,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (1/20),1/15/2022,4077,132.4,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (14/20),1/15/2022,4614,129.52,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (18/20),1/15/2022,5154,126.6,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (13/20),1/15/2022,5444,125.26,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (15/20),1/15/2022,5985,123.52,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (6/20),1/15/2022,6020,123.32,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (3/20),1/15/2022,6418,121.32,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (17/20),1/15/2022,7368,117.2,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (12/20),1/15/2022,8533,112.4,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (11/20),1/15/2022,8542,112.36,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (2/20),1/15/2022,9536,106.96,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (16/20),1/15/2022,10005,104.46,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (10/20),1/15/2022,10664,99.26,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $1K Dime Package [Just $0.10!] (Sat) (19/20),1/15/2022,10955,96.16,0.00,11890,$0.10 ,"$1,000.00 ",2560
NFL,Classic,NFL $75K First Down [20 Entry Max] (Sat),1/15/2022,61485,113.7,0.00,89179,$1.00 ,"$75,000.00 ",24076
NFL,Classic,NFL $40K mini-MAX [150 Entry Max] (Sat) (1/2),1/15/2022,27502,133.22,0.00,95124,$0.50 ,"$40,000.00 ",19975
NFL,Classic,NFL $40K mini-MAX [150 Entry Max] (Sat) (2/2),1/15/2022,69232,109.86,0.00,95124,$0.50 ,"$40,000.00 ",19975
GOLF,Showdown,PGA TOUR Showdown $1K Quarter Jukebox [Just $0.25!]  (Round 3 TOUR),1/15/2022,2535,233.05,0.00,4756,$0.25 ,"$1,000.00 ",1104
GOLF,Showdown,PGA TOUR Showdown $6K Short Game [20 Entry Max] (Round 3 TOUR),1/15/2022,4804,226.15,0.00,7134,$1.00 ,"$6,000.00 ",1815
CBB,Classic,CBB $1.5K And-One,1/14/2022,1143,222.75,0.00,1783,$1.00 ,"$1,500.00 ",421
NBA,Classic,NBA $35K And-One [20 Entry Max],1/14/2022,15756,257.5,0.00,41617,$1.00 ,"$35,000.00 ",11230
NBA,Showdown Captain Mode,NBA Showdown $10K And-One (DAL vs MEM),1/14/2022,10550,168,0.00,11890,$1.00 ,"$10,000.00 ",3080
NHL,Showdown,NHL Showdown $1K Hip Check (ARI vs COL),1/14/2022,877,70.4,0.00,1189,$1.00 ,"$1,000.00 ",285
NHL,Classic,NHL $4K Hip Check,1/14/2022,2644,117.8,0.00,4756,$1.00 ,"$4,000.00 ",1103
SOC,Showdown,EPL Showdown $2K Step Over (BHA vs CRY),1/14/2022,514,52.82,1.50,2275,$1.00 ,"$2,000.00 ",616
GOLF,Showdown,PGA TOUR Showdown $7.5K Short Game [20 Entry Max] (Round 2 TOUR),1/14/2022,5158,238.75,0.00,8503,$1.00 ,"$7,500.00 ",2305
TEN,Single Match,TEN $1.5K Ace [20 Entry Max],1/13/2022,1384,221.6,0.00,1751,$1.00 ,"$1,500.00 ",421
CBB,Classic,CBB $2K And-One,1/13/2022,2242,153.5,0.00,2378,$1.00 ,"$2,000.00 ",616
NHL,Showdown,NHL Showdown $300 Quarter Jukebox [Just $0.25!]  (PIT vs LA) (1/4),1/13/2022,356,79.2,0.00,1426,$0.25 ,$300.00 ,329
NHL,Showdown,NHL Showdown $300 Quarter Jukebox [Just $0.25!]  (PIT vs LA) (2/4),1/13/2022,356,79.2,0.00,1426,$0.25 ,$300.00 ,329
NHL,Showdown,NHL Showdown $300 Quarter Jukebox [Just $0.25!]  (PIT vs LA) (3/4),1/13/2022,356,79.2,0.00,1426,$0.25 ,$300.00 ,329
NHL,Showdown,NHL Showdown $300 Quarter Jukebox [Just $0.25!]  (PIT vs LA) (4/4),1/13/2022,356,79.2,0.00,1426,$0.25 ,$300.00 ,329
NHL,Showdown,NHL Showdown $1K Hip Check (PIT vs LA),1/13/2022,265,79.2,1.50,1189,$1.00 ,"$1,000.00 ",285
NHL,Classic,NHL $5K Hip Check,1/13/2022,511,126.3,2.00,5945,$1.00 ,"$5,000.00 ",1543
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (POR vs DEN) (1/4),1/13/2022,5863,196.75,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (POR vs DEN) (2/4),1/13/2022,5863,196.75,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (POR vs DEN) (3/4),1/13/2022,5863,196.75,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $2K Quarter Jukebox [Just $0.25!] (POR vs DEN) (4/4),1/13/2022,5863,196.75,0.00,9512,$0.25 ,"$2,000.00 ",2266
NBA,Showdown Captain Mode,NBA Showdown $15K And-One (POR vs DEN),1/13/2022,10974,196.75,0.00,17835,$1.00 ,"$15,000.00 ",4636
NBA,Classic,NBA $35K And-One [20 Entry Max],1/13/2022,14774,261.5,0.00,41617,$1.00 ,"$35,000.00 ",11230
NBA,Classic,NBA $5K mini-MAX [150 Entry Max],1/13/2022,6146,253.5,0.00,11859,$0.50 ,"$5,000.00 ",2732
GOLF,Classic,PGA TOUR $25K Short Game [20 Entry Max],1/13/2022,12270,457,0.00,29726,$1.00 ,"$25,000.00 ",8025
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (7/10),1/13/2022,4517,545,1.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (2/10),1/13/2022,18989,457.5,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (6/10),1/13/2022,19524,455,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (9/10),1/13/2022,19619,454.5,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (10/10),1/13/2022,19619,454.5,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (1/10),1/13/2022,25868,427.5,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (4/10),1/13/2022,33428,392,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (5/10),1/13/2022,34116,388.5,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (3/10),1/13/2022,35236,382.5,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $20K mini-MAX [150 Max Entry] (8/10),1/13/2022,37848,367.5,0.00,47562,$0.50 ,"$20,000.00 ",9972
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (3/20),1/13/2022,4773,517,0.50,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (14/20),1/13/2022,5522,509.5,0.50,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (2/20),1/13/2022,5854,506.5,0.50,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (17/20),1/13/2022,6461,501,0.50,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (7/20),1/13/2022,9521,474.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (15/20),1/13/2022,12382,453,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (1/20),1/13/2022,12677,451,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (10/20),1/13/2022,12677,451,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (18/20),1/13/2022,13690,443,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (5/20),1/13/2022,13763,442.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (20/20),1/13/2022,14866,434.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (19/20),1/13/2022,16501,422.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (11/20),1/13/2022,16801,420.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (13/20),1/13/2022,18631,405.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (16/20),1/13/2022,18756,404.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (8/20),1/13/2022,21160,383.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (6/20),1/13/2022,21262,382.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (12/20),1/13/2022,22835,367,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (9/20),1/13/2022,22935,366,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $6K Quarter Jukebox [Just $0.25!] (4/20),1/13/2022,27886,268.5,0.00,28537,$0.25 ,"$6,000.00 ",6840
GOLF,Classic,PGA TOUR $3K Dime Time [Just $0.10!] (9/20),1/13/2022,3466,537.5,0.20,31118,$0.10 ,"$3,000.00 ",8545
GOLF,Classic,PGA TOUR $3K Dime Time [Just $0.10!] (16/20),1/13/2022,4648,524,0.20,31118,$0.10 ,"$3,000.00 ",8545
